gr,recn,yearStart,yearEnd
SP51,5,1923,2017
SP61,16,1980,2023
SP63,2,1983,2021
SU98,1,1986,1986
SU88,5,1986,2023
TQ07,6,1986,2019
SP91,27,1987,2024
TQ08,5,1991,2018
SP85,2,1995,1995
SP83,3,1996,2021
SP84,5,1996,2024
SU89,7,2003,2023
SP90,2,2003,2004
SP80,21,2007,2023
SU79,4,2017,2020
SP82,3,2017,2024
SP72,6,2017,2022
SU99,1,2019,2019
SP70,2,2020,2020
SP73,2,2020,2021
SP62,1,2021,2021
SP94,4,2022,2024
