gr,recn,yearStart,yearEnd
SU78,5,1900,2023
SU99,16,1905,2022
SU88,14,1977,2024
SU98,23,1978,2024
SU97,1,1978,1978
SU89,18,1978,2023
SP80,142,1980,2024
SP90,126,1982,2024
SP91,37,1985,2024
SP70,3,1985,2014
SP61,1,1989,1995
SP85,2,1995,2024
SU79,36,1998,2024
SP92,1,2000,2000
SP93,1,2007,2007
TQ08,4,2010,2024
SP81,4,2014,2024
SP72,3,2017,2020
TQ07,1,2020,2020
SP84,3,2022,2024
