gr,recn,yearStart,yearEnd
SU79,12,1982,2022
SU88,3,1993,2024
SU89,2,2016,2022
SU99,4,2019,2022
SP80,5,2020,2024
SP90,4,2022,2024
SP91,1,2022,2022
