gr,recn,yearStart,yearEnd
SU79,4,1900,2017
SP80,17,1934,2024
SP61,7,1935,2024
SP60,1,1935,1935
SU88,9,2007,2024
SP90,61,2017,2024
SU89,5,2017,2022
SU99,4,2019,2023
SP91,8,2020,2022
SP51,1,2021,2021
SP85,1,2024,2024
