gr,recn,yearStart,yearEnd
SU98,2,1967,1969
SU78,1,1972,1972
SP91,1,1972,1972
SU89,2,1978,1984
SP63,1,1983,1983
SU97,1,1984,1984
SU79,1,1986,1986
TQ07,1,2017,2017
SP90,2,2020,2024
SP93,1,2020,2020
