gr,recn,yearStart,yearEnd
SP51,6,1934,2021
TQ09,2,1964,1980
SU98,7,1967,2006
SP91,7,1974,2024
SU99,13,1975,2018
SU89,5,1977,1996
SP72,7,1979,2021
SP61,12,1980,2024
SP85,3,1980,1995
SP80,22,1980,2023
SP90,44,1984,2024
SU88,5,1985,2023
SP63,6,1987,2021
TQ08,7,1987,1996
TQ07,1,1987,1987
SP83,1,1996,1996
SU79,2,1998,2005
SP92,2,2000,2021
SP84,9,2007,2024
SP93,1,2008,2008
SP70,1,2016,2016
SP82,1,2017,2017
SP62,3,2018,2021
SP94,1,2022,2022
SP71,1,2024,2024
