gr,recn,yearStart,yearEnd
SP51,1,1925,1925
SP80,18,1945,2024
SU98,2,1967,1982
SU97,1,1967,1967
TQ07,3,1986,2019
SP70,3,1987,1987
SP91,3,1988,2023
TQ09,1,1989,1989
TQ08,4,1991,2018
SP83,3,2008,2008
SU89,4,2012,2021
SP90,3,2020,2024
SP84,20,2022,2024
SP94,2,2022,2023
SP62,1,2023,2023
