gr,recn,yearStart,yearEnd
SU78,1,1900,1963
SP51,1,1923,1923
SP91,7,1972,2024
SU99,6,1976,2015
SU97,1,1978,1978
SP61,3,1980,2019
SP63,1,1983,1983
SU88,3,1985,1985
SP90,6,1989,2023
SU89,6,1996,2021
TQ08,2,1998,2008
SU98,1,2006,2006
SP80,3,2012,2023
SP72,2,2021,2021
SP94,1,2022,2022
SP83,1,2023,2023
