gr,recn,yearStart,yearEnd
SP84,1,1996,1996
SP83,1,1996,1996
TQ08,2,1996,2010
SU98,1,2016,2016
TQ07,1,2017,2017
SP91,1,2020,2020
SP62,1,2020,2020
