gr,recn,yearStart,yearEnd
SP81,2,1956,2017
SU79,16,1965,2024
SU98,8,1968,1986
SU97,1,1976,1976
SP61,1,1982,1982
SP80,35,1983,2024
SU88,4,1985,2020
SU89,20,1986,2024
SU99,3,1986,1986
SP90,27,2006,2022
SP91,18,2006,2024
TQ08,3,2013,2023
SP92,1,2016,2016
SP83,1,2020,2020
SP72,2,2020,2020
SP70,3,2020,2023
SP73,1,2020,2020
SP84,14,2022,2024
SP85,1,2024,2024
