gr,recn,yearStart,yearEnd
SP51,2,1925,1928
SU98,1,1967,1967
SU97,1,1967,1967
SP61,7,1980,2021
SP70,3,1987,1987
TQ08,3,1991,2013
SP62,1,2006,2006
SP80,1,2006,2006
SP84,7,2018,2024
SU99,1,2018,2018
SP83,3,2020,2022
SP72,1,2021,2021
SP94,2,2022,2022
