gr,recn,yearStart,yearEnd
SP80,1,1949,1949
SU98,1,1967,1967
SU79,1,1975,1975
SU89,4,1978,2020
SU97,1,1978,1978
TQ08,3,1988,1996
SP62,1,2006,2006
SP81,1,2022,2022
SP84,4,2022,2024
