taxon,period,count
taxon,1949,1
taxon,1967,1
taxon,1975,1
taxon,1978,2
taxon,1988,2
taxon,1996,1
taxon,2006,1
taxon,2018,2
taxon,2020,1
taxon,2022,2
taxon,2023,1
taxon,2024,2
