taxon,period,count
taxon,1900,3
taxon,1909,1
taxon,1945,1
taxon,1946,1
taxon,1947,1
taxon,1953,1
taxon,1959,1
taxon,1965,1
taxon,1976,1
taxon,1982,1
taxon,1985,2
taxon,1986,9
taxon,1995,3
taxon,2002,1
taxon,2003,3
taxon,2004,1
taxon,2006,3
taxon,2014,1
taxon,2016,1
taxon,2017,5
taxon,2018,1
taxon,2019,6
taxon,2020,4
taxon,2021,7
taxon,2022,5
taxon,2023,3
taxon,2024,1
