taxon,period,count
taxon,1923,2
taxon,1938,1
taxon,1980,2
taxon,1981,1
taxon,1986,7
taxon,1991,1
taxon,1995,3
taxon,1996,6
taxon,1997,1
taxon,2006,3
taxon,2007,1
taxon,2017,2
taxon,2020,5
taxon,2021,7
taxon,2022,9
taxon,2023,6
taxon,2024,2
