taxon,period,count
taxon,1970,1
taxon,1972,1
taxon,1975,1
taxon,1977,1
taxon,1986,2
taxon,1987,9
taxon,1988,1
taxon,1989,1
taxon,1993,1
taxon,1994,2
taxon,1995,3
taxon,1996,1
taxon,2002,4
taxon,2003,1
taxon,2004,1
taxon,2010,1
taxon,2012,2
taxon,2013,1
taxon,2014,1
taxon,2015,1
taxon,2016,3
taxon,2018,3
taxon,2019,1
taxon,2020,5
taxon,2021,5
taxon,2022,5
taxon,2023,8
taxon,2024,12
