taxon,period,count
taxon,1923,1
taxon,1924,1
taxon,1980,2
taxon,1983,1
taxon,1985,4
taxon,1986,7
taxon,1987,3
taxon,1991,3
taxon,1993,1
taxon,1995,2
taxon,1996,6
taxon,1997,1
taxon,2001,1
taxon,2003,3
taxon,2004,1
taxon,2006,1
taxon,2007,2
taxon,2009,1
taxon,2011,2
taxon,2012,1
taxon,2013,1
taxon,2014,1
taxon,2016,1
taxon,2017,9
taxon,2018,3
taxon,2019,8
taxon,2020,16
taxon,2021,12
taxon,2022,19
taxon,2023,11
taxon,2024,5
