taxon,period,count
taxon,1967,1
taxon,1976,1
taxon,1986,2
taxon,1987,3
taxon,1991,1
taxon,1994,2
taxon,1995,7
taxon,1996,2
taxon,2002,3
taxon,2003,1
taxon,2007,1
taxon,2012,3
taxon,2013,3
taxon,2014,1
taxon,2015,1
taxon,2016,1
taxon,2017,4
taxon,2018,5
taxon,2020,3
taxon,2021,8
taxon,2022,3
taxon,2023,2
taxon,2024,10
