taxon,period,count
taxon,1925,1
taxon,1932,1
taxon,1960,1
taxon,1967,1
taxon,1969,2
taxon,1970,1
taxon,1976,2
taxon,1980,1
taxon,1981,1
taxon,1983,1
taxon,1986,5
taxon,1987,3
taxon,1991,7
taxon,1996,4
taxon,2006,1
taxon,2007,1
taxon,2008,2
taxon,2010,1
taxon,2011,1
taxon,2012,2
taxon,2013,1
taxon,2014,1
taxon,2015,2
taxon,2016,1
taxon,2017,7
taxon,2018,4
taxon,2020,3
taxon,2021,5
taxon,2022,2
taxon,2023,2
taxon,2024,2
