taxon,period,count
taxon,1930,1
taxon,1935,1
taxon,1943,3
taxon,1967,1
taxon,1978,1
taxon,1979,1
taxon,1982,2
taxon,2006,2
taxon,2013,1
taxon,2014,1
taxon,2016,1
taxon,2020,1
taxon,2022,2
taxon,2024,1
