taxon,period,count
taxon,1925,1
taxon,1945,1
taxon,1967,2
taxon,1982,1
taxon,1986,2
taxon,1987,6
taxon,1988,1
taxon,1989,1
taxon,1991,1
taxon,1996,1
taxon,2008,4
taxon,2012,2
taxon,2013,3
taxon,2016,1
taxon,2018,3
taxon,2019,2
taxon,2020,5
taxon,2021,4
taxon,2022,4
taxon,2023,8
taxon,2024,16
