taxon,period,count
taxon,1941,1
taxon,1964,1
taxon,1987,3
taxon,1991,1
taxon,2003,1
taxon,2007,1
taxon,2014,1
taxon,2017,2
taxon,2019,1
taxon,2020,4
taxon,2021,4
taxon,2022,3
taxon,2024,2
