taxon,period,count
taxon,1927,2
taxon,1957,1
taxon,1967,1
taxon,1969,1
taxon,1978,1
taxon,1979,1
taxon,1986,3
taxon,1987,9
taxon,1991,2
taxon,1994,2
taxon,1995,2
taxon,1996,2
taxon,2002,2
taxon,2003,1
taxon,2004,1
taxon,2006,1
taxon,2008,1
taxon,2009,2
taxon,2012,1
taxon,2013,1
taxon,2017,1
taxon,2018,1
taxon,2019,1
taxon,2021,2
taxon,2022,2
taxon,2024,2
