taxon,period,count
taxon,1966,1
taxon,1978,1
taxon,1984,2
taxon,1986,4
taxon,1989,1
taxon,1993,1
taxon,1996,5
taxon,2002,1
taxon,2005,1
taxon,2007,4
taxon,2009,1
taxon,2012,5
taxon,2013,2
taxon,2014,3
taxon,2015,1
taxon,2018,3
taxon,2020,6
taxon,2021,3
taxon,2022,8
taxon,2023,1
taxon,2024,11
