gr,recn,yearStart,yearEnd
SU9782,1,1967,1967
SP6310,2,1980,1991
SP6014,1,1982,1982
SP6215,3,1986,1986
SP7701,3,1987,1987
TQ0585,1,1991,1991
SP6420,1,2006,2006
SP8206,1,2006,2006
TQ0081,1,2008,2008
TQ0185,1,2013,2013
SP8442,1,2018,2018
SU9297,1,2018,2018
SP8236,1,2020,2020
SP6016,1,2021,2021
SP8338,2,2021,2022
SP7123,1,2021,2021
SP8846,6,2022,2024
SP9046,2,2022,2022
