gr,recn,yearStart,yearEnd
SP8407,2,2009,2009
SP6111,1,2014,2014
SP9314,1,2019,2019
SP7117,2,2020,2022
SP6921,2,2021,2022
SP8205,1,2021,2021
SU9187,1,2022,2022
SP8846,3,2022,2024
SP6620,1,2023,2023
SP8027,1,2023,2023
TQ0386,1,2023,2023
SP8909,1,2024,2024
