gr,recn,yearStart,yearEnd
TQ0174,1,1986,1986
SP8632,3,1987,1987
SP8342,1,1987,1987
TQ0586,2,1991,1991
TQ0585,1,1991,1991
TQ0175,1,2017,2017
TQ0172,1,2017,2017
SP9314,13,2018,2024
SP9313,1,2020,2020
SP9414,1,2021,2021
SP8909,1,2023,2023
SP9515,1,2023,2023
