gr,recn,yearStart,yearEnd
SU7691,1,1982,1982
SU8186,1,1993,1993
SU7491,3,1995,1995
SU7791,2,1997,1997
SU8295,1,2016,2016
SU7898,4,2017,2022
SU9190,4,2019,2022
SU7897,2,2020,2022
SP8909,4,2020,2023
SU8294,1,2022,2022
SP9009,2,2022,2024
SU8185,2,2022,2024
SP9008,2,2022,2022
SP9214,1,2022,2022
SP8406,1,2024,2024
