gr,recn,yearStart,yearEnd
SU9986,1,1967,1967
SU8594,1,1978,1978
TQ0586,2,1988,1996
TQ0486,1,1988,1988
SP6420,1,2006,2006
SU8298,1,2018,2018
SU8497,1,2018,2018
SU8397,1,2020,2020
SP8510,1,2022,2022
SP8846,3,2022,2024
SP8746,1,2023,2023
