taxon,period,count
taxon,1,6
taxon,23,28
taxon,24,30
taxon,25,18
taxon,22,34
taxon,28,3
taxon,19,7
taxon,21,16
taxon,17,2
taxon,20,12
taxon,26,3
taxon,27,2
