taxon,period,count
taxon,1,4
taxon,23,2
taxon,33,41
taxon,31,33
taxon,30,21
taxon,35,50
taxon,32,35
taxon,36,45
taxon,38,17
taxon,28,23
taxon,37,20
taxon,26,15
taxon,34,51
taxon,27,15
taxon,24,7
taxon,39,9
taxon,29,30
taxon,22,1
taxon,25,6
taxon,40,10
taxon,41,3
taxon,42,2
taxon,43,1
