taxon,period,count
taxon,23,5
taxon,1,7
taxon,22,17
taxon,25,4
taxon,24,6
taxon,27,9
taxon,18,1
taxon,21,7
taxon,26,3
taxon,28,4
taxon,20,3
taxon,19,3
