taxon,period,count
taxon,28,17
taxon,27,13
taxon,1,9
taxon,25,27
taxon,29,9
taxon,30,3
taxon,33,1
taxon,32,1
taxon,18,1
taxon,24,18
taxon,23,6
taxon,26,11
taxon,21,4
taxon,22,6
taxon,20,1
taxon,31,3
