taxon,period,count
taxon,27,33
taxon,1,13
taxon,33,2
taxon,25,53
taxon,29,25
taxon,28,35
taxon,26,27
taxon,30,10
taxon,18,2
taxon,23,16
taxon,32,4
taxon,24,28
taxon,17,1
taxon,22,14
taxon,37,1
taxon,20,1
taxon,31,3
taxon,35,1
