taxon,period,count
taxon,29,10
taxon,28,19
taxon,31,2
taxon,33,2
taxon,1,1
taxon,27,15
taxon,30,8
taxon,32,2
taxon,25,4
taxon,18,1
taxon,26,9
taxon,24,4
taxon,21,1
