taxon,period,count
taxon,28,4
taxon,22,3
taxon,34,1
taxon,26,2
taxon,30,2
taxon,25,7
taxon,36,1
taxon,23,1
taxon,32,3
taxon,24,1
taxon,29,1
taxon,38,1
taxon,37,1
