taxon,period,count
taxon,26,14
taxon,27,15
taxon,30,2
taxon,22,1
taxon,29,8
taxon,28,20
taxon,31,4
taxon,1,5
taxon,18,1
taxon,25,7
taxon,24,3
taxon,23,1
