gr,recn,yearStart,yearEnd
SP92J,1,2000,2000
SP83R,1,2006,2006
SP92E,2,2018,2018
SP80H,10,2020,2024
SU88C,4,2023,2024
SU99A,1,2024,2024
SP80I,1,2024,2024
SU88D,1,2024,2024
SP80N,1,2024,2024
