gr,recn,yearStart,yearEnd
SU98Y,1,1967,1967
SU89M,1,1978,1978
TQ08N,3,1988,1996
SP62K,1,2006,2006
SU89J,1,2018,2018
SU89N,1,2018,2018
SU89I,1,2020,2020
SP81K,1,2022,2022
SP84Y,3,2022,2024
SP84T,1,2023,2023
