gr,recn,yearStart,yearEnd
SP80L,1,1934,1934
SU88D,3,2007,2023
SU88H,1,2017,2017
SU79Y,1,2017,2017
SP90E,61,2017,2024
SU89D,1,2017,2017
SP61C,4,2018,2023
SU89J,1,2019,2019
SU99A,4,2019,2023
SP80Z,10,2020,2023
SU89V,1,2020,2020
SP91N,1,2020,2020
SP80Y,1,2020,2020
SP51X,1,2021,2021
SP91X,2,2021,2021
SP91S,4,2021,2021
SP80H,5,2021,2024
SU89T,1,2021,2021
SU89P,1,2022,2022
SP91M,1,2022,2022
SU88C,5,2023,2024
SP85L,1,2024,2024
SP61A,2,2024,2024
