gr,recn,yearStart,yearEnd
SU98X,1,1967,1967
SU98F,1,1969,1969
SP91S,1,1972,1972
SU89I,1,1978,1984
SU89J,1,1978,1978
TQ07C,1,2017,2017
SP90E,2,2020,2024
SP93F,1,2020,2020
