gr,recn,yearStart,yearEnd
TQ07C,2,1986,2017
SP83R,3,1987,1987
SP84G,1,1987,1987
TQ08N,2,1991,1991
TQ08M,1,1991,1991
TQ07B,1,2017,2017
SP91H,13,2018,2024
SP91G,1,2020,2020
SP91M,2,2021,2023
SP80Z,1,2023,2023
